zi	pinyin
滔	tāo
溦	wēi
滃	wěng,wēng
溪	xī
滫	xiǔ
溴	xiù
滟	yàn
溢	yì
溵	yīn
滢	yíng
滪	yù
源	yuán
滍	zhì
滓	zǐ
溝	gōu
漣	lián
滙	huì
滅	miè
溼	shī
滭	bì
溳	yún
滛	yín
滄	cāng
準	zhǔn
滌	dí
溰	ái
滶	áo
漨	féng
溗	chéng
滣	chún
滜	zé
滒	gē
溎	yàn
澕	hé
滐	jié
溍	jìn
溓	lián
滝	lóng
溣	lùn
溤	mǎ
溕	méng
溿	pàn
滊	qì
溹	suò
溡	shí
溮	shī
溸	sù
滖	suī
溑	suǒ
溙	tài
溛	wā
溫	wēn
溩	wù
滧	yáo
潃	xiǔ
溔	yǎo
溒	yuán
溨	zāi
溭	zé
滮	biāo
漕	cáo
漘	chún
潀	cóng
漼	cuǐ
滴	dī
漧	gān
澉	gǎn
漍	guó
滹	hū
漶	huàn
潢	huáng
漈	jì
漖	jiào
漤	lǎn
漯	lěi,luò,tà
潋	liàn
漏	lòu
漉	lù
漫	màn
漰	pēng
漂	piào,piǎo,piāo
漆	qī
漱	shù
漙	tuán
潍	wéi
潇	xiāo
漩	xuán
演	yǎn
漾	yàng
漪	yī
潆	yíng
漳	zhāng
潴	zhū
潈	zōng
漬	zì
漸	jiàn
漚	òu
漢	hàn
滿	mǎn
滷	lǔ
漊	lóu
濄	guō
漁	yú
滬	hù
滸	hǔ
滾	gǔn
滻	chǎn
滲	shèn
漲	zhǎng
澚	ɑo
漅	cháo
滯	zhì
漴	chóng
漺	shuǎng
漎	cóng
漗	cōng
潒	dàng
滼	fàn
漑	gài
潅	guàn
潂	hóng
漃	jì
滰	jiàng
漌	jǐn
漮	kāng
滱	kòu
潉	kun
漻	liáo
漋	lóng
滵	mì
漞	mì
潎	pì
滳	shāng
漡	shāng
潄	shù
漟	táng
漛	téng
潳	tú
漥	wā
漇	xǐ
漝	xí
漵	xù
潊	xù
漄	yá
漹	yān
漜	yě
潩	yì
滽	yōng
滺	yōu
潌	zhi
澳	ào
潺	chán
潮	cháo
澈	chè
澄	chéng,dèng
濆	fén,pēn
澔	hào
澒	hòng
潓	huì
澜	lán
潦	láo,lào,lǎo,liáo
潾	lín
潖	pá
潘	pān
澎	péng
潽	pū
潜	qián
潵	sǎ
潸	shān
潲	shào
澍	shù
澌	sī
潠	sùn
澾	tà
潭	tán,xún
潼	tóng
潫	wān
澫	wàn
潕	wǔ
潝	xī
潟	xì
潔	jié
澆	jiāo
澘	shān
澐	yún
澁	sè
潛	qián
潿	wéi
潰	kuì
澂	chéng
潷	bì
潨	cōng
澇	lào
澗	jiàn
潑	pō
潯	xún
潤	rùn
澠	miǎn
潹	chán
澊	cūn
濎	dǐng
潡	dùn
澓	fú
潙	wéi
澏	hán
潶	hēi
澋	jǐng
澅	huà
潗	jí
濈	jí
潐	jiào
潏	yù
澑	liū
澛	lǔ
潣	mǐn
澝	nìng
漒	qiáng
潬	tān
潻	shǔ
濍	sōng
潥	sù
澻	suì
漽	tí
澙	xì
澖	xián
潱	yē
潪	zhí
潧	zhēn
濐	zhǔ
濒	bīn
澶	chán
澹	dàn,tán
澤	duó
澴	huán
激	jī
澽	jù
濑	lái
澧	lǐ
濂	lián
潞	lù
濛	méng
澼	pì
澨	shì
濉	suī
澥	xiè
澡	zǎo
澣	huàn
濇	sè
濃	nóng
濁	zhuó
澱	diàn
澦	yù
濭	ǎi
澯	càn
濸	cɑng
濋	chǔ
澬	zī
濨	cí
澸	gǎn
澢	dāng
濩	huò
澮	kuài
濊	huì
濅	jìn
澰	liàn
濓	lián
澟	lǐn
澪	líng
澷	màn
濗	mì
澿	qín
濏	sè
濖	shù
潚	sù
澲	yè
澺	yì
澭	yōng
澞	yú
澵	zhēn
瀄	zhì
濞	bì
濲	gǔ
濠	háo
濮	pú
濡	rú
瀁	yǎng
濯	zhuó
濔	mǐ
濤	tāo
濫	làn
濬	jùn
濕	shī
濘	nìng
濱	bīn
濶	kuò
濜	jìn
澀	sè
濰	wéi
濵	bīn
瀞	jìng
濢	cuì
濧	duì
濻	wěi
濟	jì
濪	qìng
濿	lì
濹	bo ku
瀎	miè
濝	qí
瀡	suǐ
瀇	wǎng
濣	wò
濥	yǐn
濦	yīn
濙	yíng
濚	yíng
濴	yíng
瀑	bào,pù
瀌	biāo
瀍	chán
濽	zàn
瀔	gǔ
瀆	dú
瀦	zhū
濾	lǜ
濺	jiàn
濼	luò
瀏	liú
瀋	shěn
瀉	xiè
瀅	yíng
瀓	chéng
瀢	wěi
瀈	huī
瀐	jiān
瀂	lǔ
瀊	pán
瀒	sè
瀃	sì
瀀	yōu
瀚	hàn
瀣	xiè
瀛	yíng
瀨	lài
瀝	lì
瀕	bīn
瀟	xiāo
瀘	lú
瀯	yíng
瀠	yíng
瀩	duì
瀫	hú
瀤	huái
瀖	huò
瀳	jiàn
瀬	lài
瀮	lián
濳	qián
瀙	qìn
瀜	róng
瀭	shu
瀗	xiàn
瀥	xuè
灌	guàn
瀽	jiǎn
瀼	ráng,ràng
瀹	yuè
瀧	lóng
瀰	mí
瀺	chán
瀻	dài
瀿	fán
瀱	jì
瀸	jiān
灂	zhuó
瀾	lán
灆	lán
瀲	liàn
瀶	lín
灀	shuàng
瀷	yì
瀴	yīng
灁	yuān
灏	hào
灊	qián
灋	fǎ
灃	fēng
灄	shè
灕	lí
灇	cóng
灍	jué
灅	lěi
灈	qú
灐	yíng
灉	yōng
灑	sǎ
灔	yàn
灒	zàn
灘	tān
灖	mǐ
灗	shàn
灛	chǎn
灙	dǎng
灚	jiǎo
灡	lán
灜	yíng
灞	bà
灠	làn
灝	hào
灟	zhú
灣	wān
灢	nǎng
灤	luán
灦	xiǎn
灎	yàn
灨	gàn
灧	yàn
灩	yàn
灪	yù
纟	sī
纠	jiū
纥	gē,hé
红	gōng,hóng
级	jí
纪	jì,jǐ
纩	kuàng
纤	qiàn,xiān
纫	rèn
纨	wán
约	yāo,yuē
纡	yū
纣	zhòu
纯	chún
纺	fǎng
纲	gāng
纶	guān,lún
纮	hóng
纳	nà
纽	niǔ
纰	pí,pī
纴	rèn
纱	shā
纾	shū
纬	wěi
纹	wén
纭	yún
纼	zhèn
纸	zhǐ
纻	zhù
纵	zòng
绊	bàn
绌	chù
绐	dài
绂	fú
绋	fú
绀	gàn
经	jìng,jīng
练	liàn
绍	shào
绅	shēn
细	xì
线	xiàn
绁	xiè
绎	yì
织	zhì,zhī
终	zhōng
绉	zhòu
组	zǔ
绑	bǎng
绖	dié
给	gěi,jǐ
绗	háng
绘	huì
绛	jiàng
绞	jiǎo
结	jié,jiē
绝	jué
绔	kù
络	lào,luò
绕	rào
绒	róng
统	tǒng
绚	xuàn
绠	bǐng,gěng
继	jì
绢	juàn
绥	suí
绦	tāo
绨	tí,tì
绤	xì
绡	xiāo
绣	xiù
绷	bèng,běng,bēng
绰	chāo,chuo,chuò
绸	chóu
绯	fēi
绲	gǔn
绩	jì
绫	líng
绺	liǔ
绿	lù,lǜ
绵	mián
绮	qǐ
绻	quǎn
绱	shàng
绳	shéng
绶	shòu
绾	wǎn
维	wéi
绪	xù
续	xù
综	zèng,zōng
绽	zhàn
缀	zhuì
缁	zī
绹	táo
缍	duǒ
绬	yīng
编	biān
缏	biàn,pián
缔	dì
缎	duàn
缑	gōu
缓	huǎn
缋	huì
缉	jī,qī
缄	jiān
缂	kè
缆	lǎn
缕	lǚ
缅	miǎn
缈	miǎo
缗	mín
缌	sī
缇	tí
缐	xiàn
缃	xiāng
缘	yuán,yuàn
缊	yùn,yūn
缒	zhuì
缤	bīn
缠	chán
缞	cuī
缝	féng,fèng
缚	fù
缟	gǎo
缙	jìn
缡	lí
缛	rù
缢	yì
缜	zhěn
缣	jiān
缧	léi
缦	màn
缪	miào,miù,móu
缥	piǎo,piāo
缫	sāo
缩	sù,suō
缨	yīng
缭	liáo
缮	shàn
缬	xié
缯	zèng,zēng
缳	huán
缰	jiāng
缴	jiǎo,zhuó
缱	qiǎn
缲	qiāo
缵	zuǎn
巳	sì
巴	bā
巵	zhī
巶	zhāo
巷	hàng,xiàng
巼	pɑ xi
巺	xùn
巸	yí
巽	xùn
土	tǔ
圡	tǔ
圠	yà
圣	shèng
圧	yā
圦	kuɑi
圥	lù
圤	pú
圢	tǐng
场	cháng,chǎng,chɑng
地	de,dì
圪	gē
圭	guī
圾	jī
圹	kuàng
圮	pǐ
圩	wéi,xū
圬	wū
圯	yí
在	zài
圳	zhèn
圵	dàng
圶	qià
圱	qiān
圲	qiān
圸	shɑn
圷	xiɑ
圫	yù
圴	zhuó
赱	zǒu
坝	bà
坂	bǎn
坌	bèn
坊	fáng,fāng
坏	huài
坚	jiān
均	jūn
坎	kǎn
坑	kēng
块	kuài
坜	lì
圻	qí,yín
坍	tān
坛	tán
坞	wù
址	zhǐ
坠	zhuì
坐	zuò
坒	bì
坘	dǐ
坔	dì
坆	méi
坖	jì
圿	jiá
坓	jǐng
坕	jīng
坙	jīng
坈	rǒng
圽	mò
圼	niè
坅	qǐn
坉	tún
坃	xūn
坄	yì
坁	zhǐ
垇	ào
坳	ào
坢	bàn,pǎn
坼	chè
坻	chí,dǐ
垂	chuí
坫	diàn
坩	gān
坷	kě,kē
坤	kūn
垃	lā
垄	lǒng
垆	lú
坭	ní
坯	pī
坪	píng
坡	pō
坦	tǎn
坨	tuó
坿	fù
坵	qiū
坺	fá
垈	dài
坲	fó
坸	gòu
坬	guà
垀	hū
坥	qū
坽	líng
垅	lǒng
坴	lù
坶	mù
垊	min
垉	páo
坮	tái
坣	táng
坹	xuè
坱	yǎng
坧	zhǐ
垁	zhì
坾	zhù
垵	ǎn
垞	chá
城	chéng
垯	dà
垱	dàng
垫	diàn
垤	dié
垌	dòng,tóng
垛	duǒ,duǒ
垩	ě
垡	fá
垓	gāi
垢	gòu
垝	guǐ
垕	hòu
垍	jì
坰	jiōng
垲	kǎi
垦	kěn
垮	kuǎ
垒	lěi
垴	nǎo
垧	shǎng
型	xíng
垭	yà
埏	yán
垟	yáng
垚	yáo
垠	yín
垣	yuán
垜	duǒ
垹	bāng
垪	bing
埩	zhēng
垑	chǐ
垐	cí
埅	dì
垖	duī
垘	fú
垙	guāng
垳	hɑng
垎	hè
垬	hóng
垰	kɑ
垏	lǜ
垨	shǒu
垥	xié
垔	yīn
垗	zhào
埃	āi
埔	bù,pǔ
埕	chéng
埂	gěng
埚	guō
垾	hàn
埌	làng
埒	liè
埋	mái,mān
埆	què
埘	shí
垿	xù
埙	xūn
垽	yìn
垸	yuàn
垻	bà
埄	běng
埗	bù
堲	jí
埊	dì
垺	póu
埖	huɑ
埉	xiá
埐	qín
埛	jiōng
埍	juǎn
埈	jùn
埓	liè
埁	cén
垷	xiàn
垶	xīng
垼	yì
埇	yǒng
埑	zhé
埀	chuí
埯	ǎn
埠	bù
埭	dài
堵	dǔ
堆	duī
埵	duǒ
堕	duǒ,huī
堌	gù
基	jī
堇	jǐn
堀	kū
堎	lèng
埨	lǔn
堄	nì
埝	niàn
培	péi
堋	péng
埤	pí,pì
堑	qiàn
埽	sào
堂	táng
堍	tù
埸	yì
域	yù
堉	yù
埴	zhí
埻	zhǔn
埜	yě
埡	yà
堊	è
堅	jiān
埼	qí
堝	guō
埰	cǎi
埳	xiàn
堃	kūn
執	zhí
堓	àn
埿	ní
埲	běng
埫	chǒng
埱	chù
埞	dī
埬	dōng
堏	fɑng
堈	gāng
埧	jù
埾	jù
埢	quán
堁	kè
埪	kōng
堒	kun
埥	qīng
堔	shen
埶	yì
埣	suì
埮	tán
埦	wǎn
堐	yá
堡	bǎo,bǔ,pù
堛	bì
堾	chūn
塔	dɑ,tǎ
堤	dī
堞	dié
塅	duàn
堩	gèng
堠	hòu
塃	huāng
堪	kān
塄	léng
堧	ruán
堶	tuó
塆	wān
堰	yàn
堙	yīn
堦	jiē
場	cháng
堘	chéng
塊	kuài
報	bào
堖	nǎo
塟	zàng
堨	è
堢	bǎo
塠	duī
堮	è
堸	féng
堼	fēng
堚	huán
堭	huáng
堿	jiǎn
塂	jiǎng
堺	jiè
堻	jīn
塁	lěi
堜	liàn
堥	máo
堳	méi
塀	píng
堷	yìn
堗	tū
塭	wen
塈	xì
塇	xuān
堯	yáo
堣	yú
堬	yú
塦	zhèn
堹	zhòng
堟	zhuàn
堫	zōng
塝	bàng
塍	chéng
堽	gāng
塥	gé
塨	gōng
塱	lǎng
塓	mì
墓	mù
塞	sài,sāi,sè
塑	sù
塌	tā
塘	táng
填	tián
塕	wěng
塮	xiè
塬	yuán
塤	xūn
塏	kǎi
塢	wù
塗	tú
塙	què
塋	yíng
塚	zhǒng
塧	ài
塡	tián
塖	chéng
墎	guō
塰	hɑi
塉	jí
塪	xiàn
塛	lì
塯	liù
塻	mò
塜	péng
塳	péng
塒	shí
塐	sù
塩	yán
墷	yè
塎	yǒng
塣	zhèng
墋	chěn
墐	jìn
境	jìng
墈	kàn
墚	liáng
墁	màn
墘	qián
墙	qiáng
墒	shāng
塾	shú
墅	shù
塽	shuàng
墟	xū
墕	yàn
墉	yōng
墴	huáng
墍	xì
塹	qiàn
塼	zhuān
墊	diàn
塲	cháng
墖	tǎ
塵	chén
墜	zhuì
墬	dì
墮	duò
塴	bèng
墂	biāo
墄	qī
墔	cuī
墆	zhì
墑	dì
塿	lǒu
塶	lù
塷	lǔ
塺	méi
塸	ōu
墏	qiǎng
墭	shèng
墛	wei
増	zēng
墇	zhàng
墌	zhǐ
墸	zhu
墺	ào
墀	chí
墫	cūn
墩	dūn
墦	fán
墨	mò
墝	qiāo
墠	shàn
墡	shàn
增	zēng
墶	dā
墪	dūn
墢	fá
墱	dèng
墥	tuǎn
墯	duò
墹	jiɑn
墤	kuài
墲	wú
墣	pú
墧	qiáo
墰	tán
墵	tán
壁	bì
墼	jī
壈	lǎn
壅	yōng
墻	qiáng
壄	yě
壋	dàng
墾	kěn
壇	tán
壒	ài
墽	qiāo
壆	xué
壂	diàn
壊	huài
壃	jiāng
壉	jù
壀	pí
壌	rǎng
墿	yì
壕	háo
壑	hè
壐	xǐ
壓	yā
壎	xūn
壙	kuàng
壔	dǎo
壗	jin
壏	xiàn
壍	qiàn
壖	ruán
壘	lěi
壝	wéi
壢	lì
壚	lú
壜	tán
壞	huài
壡	ruǐ
壛	yán
壤	rǎng
壟	lǒng
壠	lǒng
壥	chán
壣	lín
壦	xūn
壧	yán
壨	lěi
壩	bà
壪	wān
囗	wéi
囚	qiú
四	sì
囙	yīn
囘	huí
囜	nín
回	huí
囝	jiǎn,nān
囡	nān
团	tuán
囟	xìn
因	yīn
団	tuán
囱	cōng
囤	dùn,tún
囮	é
囫	hú
囥	kàng
困	kùn
囵	lún
围	wéi
园	yuán
囯	guó
囬	huí
囪	cōng
囧	jiǒng
囨	piān
囲	wéi
図	tú
囦	yuān
囩	yún
固	gù
国	guó
囹	líng
囷	qūn
图	tú
囶	guó
囻	guó
囸	rì
囼	tāi
囿	yòu
圀	guó
圂	hǔn
圃	pǔ
圄	yǔ
圆	yuán
圅	hán
圁	yín
圈	juàn,juān,quān
圊	qīng
圉	yǔ
國	guó
圇	lún
圌	chuí
圐	kū
圍	wéi
圏	quān
圎	yuán
園	yuán
圓	yuán
圕	tuān
圑	pǔ
圔	yà
圙	lüè
團	tuán
圖	tú
圗	tú
圚	huì
圜	huán,yuán
圛	yì
圝	luán
圞	luán
尧	yáo
尫	wāng
尭	yáo
尶	gān
夕	xī
外	wài
夘	mǎo
夗	yuàn
舛	chuǎn
多	duō
夙	sù
夛	duō
夜	yè
夝	qíng
夞	yi xi
够	gòu
夠	gòu
舜	shùn
夡	qì
舝	xiá
夢	mèng
夥	huǒ
舞	wǔ
夤	yín
夣	mèng
夦	chěn
小	xiǎo
少	shǎo
尐	jié
尔	ěr
尕	gǎ
尒	ěr
尓	ěr
尘	chén
尖	jiān
尗	shú
尚	shàng
忝	tiǎn
尙	shàng
尝	cháng
尜	gá
尛	mó
恭	gōng
尞	liáo
尠	xiǎn
尟	xiǎn
慕	mù
尡	hùn
忄	xīn
忆	yì
禸	róu
忉	dāo
忊	dìng
忇	lè
忏	chàn
忖	cǔn
忓	gān
忣	jí
忙	máng
忛	fān
忋	gǎi
忚	xī
忔	yì
忕	shì
忭	biàn
怅	chàng
忱	chén
忡	chōng
怆	chuàng
怀	huái
忾	kài
快	kuài
忸	niǔ
怄	òu
忪	sōng,zhōng
忨	wàn
怃	wǔ
忤	wǔ
忺	xiān
忻	xīn
忧	yōu
忮	zhì
忼	kāng
忰	cuì
忳	tún
忶	hún
忦	jiá
怇	jù
忹	kuáng
忯	qí
忴	qián
忬	yù
忲	tài
忟	mǐn
忷	xiōng
怖	bù
怊	chāo
怵	chù
怛	dá
怫	fèi,fú
怪	guài
怙	hù
怜	lián
怩	ní
怕	pà
怦	pēng
怯	qiè
怗	tiē
性	xìng
怏	yàng
怡	yí
怿	yì
怔	zhèng,zhēng
怳	huǎng
怍	zuò
怑	bàn
怉	bǎo
怭	bì
怶	bì
怲	bǐng
怞	yóu
怚	cū
怟	dì
怢	tū
怐	kòu
怋	mín
怽	mì
怓	náo
怌	pēi
怬	xì
怴	xù
怰	xuàn
怮	yōu
怈	yì
恻	cè
恫	dòng,tōng
恨	hèn
恒	héng
恍	huǎng
恢	huī
恛	huí
恺	kǎi
恪	kè
恇	kuāng
恼	nǎo
恲	pēng
恰	qià
恃	shì
恬	tián
恌	tiāo
恸	tòng
恟	xiōng
恤	xù
恂	xún
恹	yān
禺	yú,yù
禹	yǔ
恽	yùn
恉	zhǐ
恓	xī
恠	guài
恆	héng
恡	lìn
恜	chì
恎	dié
恑	guǐ
恗	hū
恔	xiào
恅	lǎo
恾	máng
恈	móu
恘	qiū
恮	quán
恦	shàng
恀	shì
恄	xì
恊	xié
恞	yí
恱	yuè
悖	bèi
悍	hàn
悎	hào
悔	huǐ
悁	juàn
悝	kuī
悃	kǔn
离	lí
悢	liàng
悯	mǐn
悂	pī
悭	qiān
悄	qiǎo,qiāo
悛	quān
悚	sǒng
悌	tì
悟	wù
悮	wù
悒	yì
悦	yuè
悕	xī
悑	bù
悜	chěng
悙	hēng
悈	jiè
悧	lì
悋	lìn
悗	mán
悩	nǎo
悓	qiàn
悏	qiè
悇	tú
悞	wù
悀	yǒng
悅	yuè
惭	cán
惨	cǎn
惝	chǎng,tǎng
惆	chóu
惙	chuò
悰	cóng
悴	cuì
惮	dá,dàn
悼	dào
惦	diàn
惇	dūn
悱	fěi
惯	guàn
惚	hū
惛	hūn
悸	jì
惊	jīng
惧	jù
悾	kōng
悽	qī
惬	qiè
情	qíng
惓	quán
惕	tì
惋	wǎn
惘	wǎng
惟	wéi
惜	xī
悻	xìng
禼	xiè
悵	chàng
惏	lán
惔	tán
悺	guàn
惃	gǔn
惈	guǒ
惤	jiān
惍	jīn
惂	kǎn
悷	lì
惀	lǔn
惗	niàn
惸	qióng
悿	tiǎn
惞	xīn
惐	yù
愥	ying
悲	bēi
愊	bì
愎	bì
惼	biǎn
惵	dié
惰	duǒ
愕	ě
慌	huǎng,huāng,huɑng
惶	huáng
慨	kǎi
愦	kuì
愧	kuì
愣	lèng
愀	qiǎo
禽	qín
慅	sāo
惺	xīng
愔	yīn
愉	yú
愠	yùn
惴	zhuì
惾	zōng
愐	miǎn
愜	qiè
愒	qì
惻	cè
惲	yùn
惽	mǐn
惱	nǎo
愺	cǎo
愖	chén
愓	dàng
愅	gé
愲	gǔ
愌	huàn
愘	kè
悶	mèn
愞	nuò
愢	sāi
惿	tí
愄	wēi
愇	wěi
愃	xuān
愋	xuān
愝	yǎn
愑	yǒng
愡	còng
慊	qiàn,qiè
慑	shè
慎	shèn
愫	sù
慆	tāo
慥	zào
愽	bó
慄	lì
愷	kǎi
愴	chuàng
愾	kài
愵	nì
慠	ào
慉	xù
愩	gōng
愰	huàng
愱	jí
慩	lián
慏	mǐng
慔	mù
愭	qí
愼	shèn
愯	sǒng
慍	yùn
慀	xì
愶	xié
慃	yǎng
愮	yáo
愹	yǒng
愪	yún
憏	chì
慷	kāng
憀	liáo
慢	màn
慓	piào
慵	yōng
慪	òu
慳	qiān
慚	cán
憜	duò
慟	tòng
慽	qī
慴	shè
慘	cǎn
慣	guàn
慒	cáo
憆	chēng
憁	còng
慛	cuī
慖	guó
慬	qín
慻	juàn
慺	lóu
慲	mán
憈	qū
慯	shāng
慡	shuǎng
慱	tuán
慞	zhāng
懊	ào
憯	cǎn
憧	chōng
懂	dǒng
憓	huì
憬	jǐng
憭	liǎo
憔	qiáo
憎	zēng
憒	kuì
憚	dàn
憮	wǔ
憞	duì
憐	lián
憫	mǐn
慙	cán
憡	cè
憕	chéng
憱	cù
憣	fān
憍	jiāo
憢	xiāo
憰	jué
懏	jùn
憦	lào
憉	péng
憴	shéng
憽	sōng
憟	sù
憛	tán
憳	tǎn
憘	xǐ
憪	xián
懆	cǎo
憷	chù
憺	dàn
憾	hàn
懒	lǎn
懔	lǐn
懈	xiè
懁	xuān
懞	méng
懌	yì
憹	náo
憶	yì
懍	lǐn
懓	ài
懐	huái
憿	jiǎo
懅	jù
懜	mèng
懄	qín
懎	sè
憻	tǎn
懀	wèi
憸	xiān
懙	yǔ
懤	chóu
懧	nuò
懦	nuò
懝	ài
懨	yān
懛	dāi
懠	qí
懭	kuǎng
懢	lán
懱	miè
懡	mǒ
懗	xià
懩	yǎng
懚	yìn
懥	zhì
懵	měng
懴	chàn
懪	bó
懳	huì
懰	liú
懮	yōu
懫	zhì
懷	huái
懶	lǎn
懻	jì
懽	huān
懺	chàn
懹	ràng
懾	shè
懼	jù
戂	mí
髊	cī
髄	suí
戄	jué
戃	tǎng
幺	yāo
幻	huàn
幼	yòu
幽	yōu
幾	jī
弋	yì
弌	yī
弍	èr
弎	sān
式	shì
弐	èr
弑	shì
弒	shì
尢	wāng,yóu
尤	yóu
尥	liào
尬	gà
尨	máng,méng
尪	wāng
尮	duò
尯	kuì
就	jiù
尳	gǔ
尰	zhǒng
尴	gān
尲	gān
尵	tuí
尷	gān
夂	zhǐ
夊	suī
夃	gǔ
冬	dōng
处	chú,chù
夅	jiàng
夆	féng
夋	qūn
备	bèi
夌	líng
复	fù
変	biàn
夈	zhāi
夎	cuò
夏	xià
夐	xiòng
夓	xià
夑	xiè
夒	náo
夔	kuí
孑	jié
孓	jué
子	zì,zǐ
孒	jué
孔	kǒng
孕	yùn
存	cún
孖	mā,zī
孙	sūn
字	zì
孛	bèi,bó
孚	fú,fū
孝	xiào
孜	zī
孞	xìn
孢	bāo
孤	gū
季	jì
孟	mèng
孥	nú
学	xué
孠	sì
孡	tāi
孧	you
孩	hái
孪	luán
孨	zhuǎn
孬	nāo
孫	sūn
孭	miē
孰	shú
孮	cóng
孯	qiān
孲	yā
孱	càn,chán
孳	zī
孴	nǐ
孶	zī
孵	fū
孷	lí
學	xué
孹	bò
孺	rú
孻	nái
孽	niè
孼	niè
孾	yīng
孿	luán
贝	bèi
负	fù
贞	zhēn
贠	yuán
财	cái
贡	gòng
败	bài
贬	biǎn
贩	fàn
贯	guàn
货	huò
贫	pín
贪	tān
贤	xián
责	zé,zhài
账	zhàng
质	zhì
贮	zhù
购	gòu
贲	bēn,bì
贷	dài
贰	èr
费	fèi
贵	guì
贺	hè
贱	jiàn
贶	kuàng
贸	mào
贳	shì
贴	tiē
贻	yí
赅	gāi
贾	gǔ,jià,jiǎ
贿	huì
赆	jìn
赁	lìn
赂	lù
赃	zāng
贼	zéi
贽	zhì
赀	zī
资	zī
赉	lái
赇	qiú
赊	shē
赈	zhèn
赑	bì
赐	cì
赌	dǔ
赋	fù
赓	gēng
赍	jī
赔	péi
赏	shǎng
赎	shú
赒	zhōu
赕	dǎn
赗	fèng
赖	lái
赙	fù
赛	sài
赚	zuàn,zhuàn
赘	zhuì
箦	zé
赜	zé
赝	yàn
赟	yūn
赞	zàn
赠	zèng
赡	shàn
赢	yíng
赣	gàn,gòng
比	bǐ
毕	bì
毖	bì
毗	pí
毘	pí
毙	bì
琵	pí
毚	chán
灬	huǒ
炁	qì
点	diǎn,diɑn
為	wéi
炰	páo
羔	gāo
烈	liè
热	rè
烝	zhēng
烏	wū
烋	xiāo
焘	dào,tāo
烹	pēng
焉	yān
焎	xiè
焄	xūn
焏	jí
焦	jiāo
然	rán
煮	zhǔ
無	wú
焣	chǎo
煎	jiān
煞	shà,shā
煦	xù
照	zhào
煭	liè
煕	xī
熬	áo,āo
熙	xī
熊	xióng
熏	xùn,xūn
熈	xī
熟	shóu,shú
熱	rè
熹	xī
燕	yàn,yān
爇	ruò
燾	dào
爢	mí
长	cháng,zhǎng
车	chē,jū
轧	gá,yà,zhá
轨	guǐ
轪	dài
轫	rèn
轩	xuān
轭	ě
轰	hōng
轮	lún
软	ruǎn
转	zhuái,zhuàn,zhuǎn
轱	gū
轷	hū
轲	kē
轹	lì
轳	lu
轻	qīng
轺	yáo
轶	yì
轸	zhěn
轵	zhǐ
轴	zhóu,zhòu
轿	jiào
较	jiào
辂	lù
辁	quán
轼	shì
载	zài,zǎi
轾	zhì
辀	zhōu
珲	huī,hún
辅	fǔ
辆	liàng
辄	zhé
辈	bèi
辍	chuò
辊	gǔn
辉	huī
辇	niǎn
辋	wǎng
辎	zī
辌	liáng
辏	còu
辐	fú
辑	ji,jí
辔	pèi
输	shū
辒	wēn
琿	hún
辗	niǎn,zhǎn
辖	xiá
辕	yuán
辘	lù
辚	lín
辙	zhé
歹	dǎi
死	sǐ
歼	jiān
殁	mò
殀	yāo
歾	mò
歿	mò
歽	zhé
残	cán
殂	cú
殆	dài
殇	shāng
殄	tiǎn
殃	yāng
殅	shēng
殊	shū
殉	xùn
殈	xù
殓	liàn
殍	piǎo
殑	qíng
殒	yǔn
殌	jǐng
殎	qià
殏	qiú
殐	sù
殚	dān
殛	jí
殖	shi,zhí
殗	yè
殘	cán
殕	fǒu
殙	hūn
殔	yì
殟	wēn
殜	dié
殡	bìn
殠	chòu
殞	yǔn
殝	zhēn
殣	jìn
殢	tì
殤	shāng
殦	chī
殥	yín
殪	yì
殨	kuì
殫	dān
殩	cuàn
殧	jiù
殭	jiāng
殮	liàn
殬	dù
殯	bìn
殰	dú
殱	jiān
殲	jiān
斗	dòu,dǒu
斘	shēng
料	liào
斚	jiǎ
斛	hú
斜	xié
斝	jiǎ
斞	yǔ
斟	zhēn
斡	wò
斠	jiào
斢	tiǎo
斣	dòu
卮	zhī
危	wēi
卺	jǐn
卷	juàn,juǎn,quán
卼	wù
方	fāng
於	wū,yū
斻	háng
斺	chǎn
施	shī
斿	liú
旀	mie
斾	pèi
旁	bàng,páng
旅	lǚ
旄	máo,mào
旆	pèi
旂	qí
旃	zhān
旊	fǎng
旌	jīng
旎	nǐ
旋	xuán,xuàn
族	zú
旇	pī
旉	fū
旍	jīng
旈	liú
旐	zhào
旔	jiàn
旑	yǐ
旒	liú
旕	e o si
旓	shāo
旗	qí
旖	yǐ
旙	fān
旘	zhì
旚	piāo
旛	fān
旞	suì
旝	kuài
旟	yú
旜	zhān
风	fèng,fěng,fēng
飏	yáng
飑	biāo
飒	sà
飐	zhǎn
飓	jù
飔	sī
飕	sōu
飖	yáo
飗	liú
飘	piāo
飙	biāo
飚	biāo
父	fù,fǔ
爷	yé
爸	bà
爹	diē
爺	yé
戈	gē
戋	jiān
戊	wù
戉	yuè
成	chéng
戏	hū,huī,xì
戌	qu,xū
戎	róng
戍	shù
戒	jiè
我	wǒ
戓	gē
或	huò
戗	qiàng,qiāng
戕	qiāng
戔	jiān
战	zhàn
戙	dòng
戛	jiá
戚	qī
戝	zéi
戜	dié
戢	jí
戟	jǐ
戞	jiá
戠	zhí
戥	děng
戤	gài
戡	kān
戣	kuí
戦	zhàn
